"","ID","Habitat","Type","NMDS1","NMDS2"
"1","RES1","Treated","Emerging",-0.19440315937976,-0.610249424894845
"2","RES2","Treated","Emerging",0.282646927041154,-0.258290046642962
"3","RES3","Treated","Emerging",0.293388190389628,-0.109421498019365
"4","RES4","Treated","Emerging",0.356137820532289,0.00927263649718307
"5","RES5","Treated","Emerging",0.295952316926978,0.0366986092183806
"6","RES6","Treated","Emerging",0.320084228249861,-0.0358285046642199
"7","RES7","Treated","Emerging",0.214252624238026,0.0948291062220531
"8","RES8","Treated","Emerging",0.17007740963035,-0.0383563172382068
"9","RESOW","Treated","Emerging",0.337860850355984,0.364777454142787
"10","RES1","Treated","Aquatic",-0.355948473560497,-0.0312928950190897
"11","RES2","Treated","Aquatic",-0.150518005285862,0.10115992962379
"12","RES3","Treated","Aquatic",0.0614451162853535,0.0229668962981904
"13","RES4","Treated","Aquatic",-0.0225668355608619,0.0385826007195962
"14","RES5","Treated","Aquatic",-0.346233267145644,0.133017914493355
"15","RES6","Treated","Aquatic",-0.393089533277155,0.147633458575633
"16","RES7","Treated","Aquatic",-0.22705381409811,-0.0387008390405917
"17","RES8","Treated","Aquatic",-0.223278099252089,0.0926834865920208
"18","RESOW","Treated","Aquatic",-0.418754296089644,0.0805174331362922
