"","Oligochaeta","Hirudinea","Hydrazoa","Bivalvia","Gastropoda","Nematoda","Platyhelminthes","Acari","Araneae","Isopoda","Amphipoda","Ostracoda","Collembola","Dytiscidae","Staphylinidae","Hydrophilidae","Lampyridae","Curculionidae","Scirtidae","Chironomidae","Ceratopogonidae","Culicidae","Dolichopodidae","Sciomyzidae","Tipulidae","Ephydridae","Tabanidae","Stratiomyidae","Cecidomyiidae","Cyclorrhaphous.Bracycera.pupae","Caenidae","Corixidae","Pleidae","Thysanoptera","Crambidae","Corduliidae","Coenagrionidae","Limnephilidae","Leptoceridae"
"1",0.301041337961502,0.25,0,0.0204081632653061,0.0301810865191147,0.21084864391951,0,0.0345158197507191,0,0.00347826086956522,0.0588235294117647,0.073972602739726,0,0.0909090909090909,0.2,0,0,0,0,0.0142056074766355,0.0119402985074627,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,0.0487804878048781
"2",0.0438624171662985,0,0.195121951219512,0.306122448979592,0.317907444668008,0.0594925634295713,0,0.037392138063279,0,0.0660869565217391,0.0588235294117647,0.0958904109589041,0,0,0,0,0,0,0,0.528971962616822,0.0716417910447761,0,0,0,0,0,0,0,0,0,0.0746268656716418,0,0,0,0,0,0,0,0.146341463414634
"3",0.0157778479015462,0,0.0487804878048781,0.0816326530612245,0.0110663983903421,0,0.142857142857143,0.00191754554170662,0,0.549565217391304,0.352941176470588,0,0.285714285714286,0,0.4,0,0,0,0,0.00448598130841121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.0731707317073171
"4",0.0037866834963711,1,0,0.0408163265306122,0.0150905432595573,0.000874890638670166,0.142857142857143,0.00191754554170662,0.1,0.140869565217391,0.235294117647059,0.00273972602739726,0,0,0,0,0,0,0,0.00485981308411215,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.666666666666667,0.5,0.024390243902439
"5",0.00220889870621647,0,0,0.0204081632653061,0.0935613682092555,0.005249343832021,0,0.12464046021093,1,0.00695652173913044,0.235294117647059,0.00547945205479452,0.326530612244898,0,1,0.333333333333333,0.0645161290322581,0,0,0.0381308411214953,0.0134328358208955,0,0,0.5,0.1,0,0,0,0.666666666666667,0,0,0,0,0,1,0,0,0,0.0487804878048781
"6",0.00504891132849479,0,0,0.0408163265306122,0.0895372233400402,0.00612423447069116,0,0.0613614573346117,0.1,0.0452173913043478,0.117647058823529,0,0.0204081632653061,0,0,0.111111111111111,1,1,0.25,0.0321495327102804,0.0119402985074627,0,0,0,1,0.6,0,0,0.666666666666667,0,0.00459242250287026,0,0,1,0,0,1,0.5,0
"7",0.0239823288103503,0,0,0.428571428571429,0.00503018108651911,0.0699912510936133,0,0.0699904122722915,0,0.04,0.176470588235294,0.0328767123287671,0.36734693877551,0,0,0,0,0,0,0.0250467289719626,0.00298507462686567,0,1,0,0.2,0,0,0,0.333333333333333,0,0,0,0,0,0.5,0,0,0,0
"8",0.0763647838434837,0,0,0.448979591836735,0.0100603621730382,0.102362204724409,1,0.14189837008629,0.2,0.00695652173913044,0.0588235294117647,0.0438356164383562,0.224489795918367,0,0.2,0,0.161290322580645,0,0.25,0.0631775700934579,0.00746268656716418,0,1,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0731707317073171
"9",0.166298516882297,0.75,0.390243902439024,0.448979591836735,0.129778672032193,0.0437445319335083,0.142857142857143,0.0527325023969319,0,0.700869565217391,0.588235294117647,0.43013698630137,0,1,0,0,0,0,0,0.230280373831776,0.0388059701492537,0,0,0,0,0,0,0,0,0,0.207807118254879,0,0.5,0,0.5,0,0,0,0.0975609756097561
"10",0.0290312401388451,0,0,0,0.045271629778672,0.000874890638670166,0,0.159156279961649,0.1,0.0173913043478261,0,0,0.63265306122449,0,0.6,1,0.032258064516129,0,0,0.011214953271028,0.017910447761194,0,0,0,0,0,0,1,1,1,0,0,0,0,0.5,0,0,0,0
"11",0.00189334174818555,0,0,0,0.0160965794768612,0.00174978127734033,0,0.0153403643336529,0,0.304347826086957,0.470588235294118,0.00273972602739726,0.0612244897959184,0,0,0,0,0,0,0.00822429906542056,0.00298507462686567,0,0,0,0.4,0,0,0,0,0,0.00229621125143513,0,0.5,0,0,0,0.666666666666667,0.333333333333333,0.024390243902439
"12",0.00347112653834017,0.25,0,0,0.00201207243460765,0,0,0.00191754554170662,0,0.00869565217391304,0.117647058823529,0,0,0,0,0,0,0,0,0.00411214953271028,0.00149253731343284,0,0,0,0,0,0,0,0,0,0.00803673938002296,0,0,0,0,0,0,0,0
"13",0.0110444935310824,0,0,0,0.0362173038229376,0.0804899387576553,0,0.0105465004793864,0.6,0.0156521739130435,0,0,0.0408163265306122,0.0909090909090909,0,0,0.0645161290322581,0,0,0.0085981308411215,0.0164179104477612,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0.5,1,0,0,0,0,0
"14",0.233196591984853,0,0.926829268292683,0.102040816326531,0.221327967806841,0.0796150481189851,0,0.161073825503356,0,0.0104347826086957,0.0588235294117647,0.0958904109589041,0,0.0909090909090909,0,0,0,0,0,0.653084112149533,0.0492537313432836,0,0,0,0,1,0,0,0,0,0.0803673938002296,0,0,0,0,0,0.666666666666667,0,0.463414634146341
"15",0.0201956453139792,0,0.536585365853659,0.0204081632653061,0.00503018108651911,0.00174978127734033,0,0,0,0.382608695652174,0.176470588235294,0.00273972602739726,0,0,0,0,0,0.5,0,0.00224299065420561,0,0,0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0
"16",0.0220889870621647,0,0,0,0.00804828973843058,0.0183727034120735,0,0.241610738255034,0.6,0,0,0.00273972602739726,1,0,0.8,0.555555555555556,0.225806451612903,0,0,0.0104672897196262,0.0134328358208955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0.264121173871884,0.75,0.024390243902439,0.142857142857143,0.0211267605633803,0.0139982502187227,0,0.0134228187919463,0,0.805217391304348,0.117647058823529,0.0328767123287671,0.0408163265306122,0,0,0,0,0,0,0.142056074766355,0.00447761194029851,0,0,0,0,0,0,0,0,0,0.00459242250287026,0,0,0,0,0,0,0.333333333333333,0
"18",0.0148311770274535,0.25,0.0731707317073171,0.551020408163265,0.0211267605633803,0.000874890638670166,0,0.0153403643336529,0,0.257391304347826,0.176470588235294,0.00547945205479452,0,0,0,0,0,0,0,0.0097196261682243,0.0119402985074627,0,0,0,0,0,0,0,0,0,0.00114810562571757,0,0,0,0,0,0,0.5,0.0975609756097561
"19",0.020826759230041,0.25,0.195121951219512,0.122448979591837,0.0472837022132797,0.05249343832021,0,0.203259827420901,0,0.0260869565217391,0,0.0383561643835616,0.26530612244898,0,0,0.111111111111111,0.0645161290322581,0.5,1,0.0145794392523364,0.0223880597014925,0.25,0,1,0.2,0,0,1,0.333333333333333,0,0.0034443168771527,0,0,0.666666666666667,0,0.5,0.333333333333333,0.333333333333333,0
"20",0.000631113916061849,0.25,0,0,0.0100603621730382,0.0026246719160105,0.142857142857143,0.0115052732502397,0,0.0382608695652174,0.235294117647059,0,0.102040816326531,0,0,0,0,0,0,0.00336448598130841,0.00298507462686567,0,0,0,0,0,0,0,0.333333333333333,0.25,0,0,0,0,0,0,0,0,0
"21",0.178605238245503,0,0.268292682926829,1,0.144869215291751,0.0901137357830271,0.285714285714286,0.0278044103547459,0.1,0.897391304347826,1,0.106849315068493,0,0.0909090909090909,0,0,0,0,0,0.208971962616822,0.0597014925373134,0,0,0,0,0,0,1,0,0,0.440872560275545,0,0,0,0,1,0,0,0.170731707317073
"22",0.0353423792994636,0,0.024390243902439,0.551020408163265,0.181086519114688,0.429571303587052,0,0,0.1,0.0226086956521739,0,0.194520547945205,0,0,0,0,0,0,0,0.0893457943925234,0.026865671641791,0,0,0,0,0,0,0,0.666666666666667,0,0.138920780711825,0,0.5,0,0,0,0,0,0.219512195121951
"23",1,0.25,0.585365853658537,0.0204081632653061,0.960764587525151,0.188101487314086,0,1,0,0.252173913043478,0.294117647058824,0.167123287671233,0.0204081632653061,0.0909090909090909,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.333333333333333,0,0.195121951219512
"24",0.155569580309246,0,0.0975609756097561,0.489795918367347,0.298792756539235,0.216972878390201,0,0.12751677852349,0.1,0.163478260869565,0.588235294117647,0.175342465753425,0,0,0,0,0,0,0,0.517757009345794,0.0611940298507463,0,0,0,0,0,0,0,0,0,0.288174512055109,0,1,0,0.5,0,0,0,1
"25",0.41621962764279,0.25,1,0.510204081632653,1,1,0,0.134228187919463,0,1,0.823529411764706,1,0,0.181818181818182,0,0,0,0,0,0.414579439252336,0.197014925373134,0,0,0.5,0,0,0,0,0.333333333333333,0,0.206659012629162,0,0,0,0,0,0,0.333333333333333,0.0731707317073171
