"","Araneae","Acari","Anthicidae","Erotylidae","Latridiidae","Coccinellidae","Lampyridae","Chrysomelidae","Coccinellidae.Larvae","Erotylidae.Larvae","Collembola","Cecidomyiidae","Phoridae","Ceratopogonidae","Chironomidae","Culicidae","Chaoboridae","Dolichopodidae","Empididae","Ephydridae","Carnidae","Sciomyzidae","Chloropidae","Muscidae","Calliphoridae","Stratiomyidae","Tabanidae","Tipulidae","Dixidae","Syrphidae","Caenidae","Pteromalidae","Eulophidae","Aphelinidae","Ceraphronidae","Scelionidae","Platygastridae","Braconidae","Ichneumonidae","Formicidae","Diapriidae","Sphecidae","Crabronidae","Mymaridae","Aphididae","Cicadellidae","Anthocoridae","Miridae","Libellulidae","Lestidae","Coenagrionidae","Thysanoptera","Hydroptilidae","Leptoceridae","Molannidae","Polycentropodidae","Phryganeidae","Psocoptera","Cosmopterigidae","Gracillariidae","Noctuidae","Crambidae"
"1",0.169014084507042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678733031674208,0,0,0.25,0,0.214285714285714,0,0.5,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0,0.333333333333333,0,0,0,0,0.5,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
"2",0.169014084507042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429864253393665,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.227272727272727,0,0,0,0,0,0,0,0.5,0,0,0,0.00255102040816327,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.0140845070422535,0,0,0,0,0.4,0,0,0.2,0,0,0,0.333333333333333,0.0714285714285714,0.0271493212669683,0,0,0.125,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5,0,0,0.5,0.181122448979592,0.0357142857142857,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
"4",0.197183098591549,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0.0158371040723982,0.0185185185185185,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0.272727272727273,0,0,1,0,0,0,0,0,1,0,0,0.0216836734693878,0.0714285714285714,0,0,0,0.5,0,0,0,0.3,0,0,0,0,0,0,0,0
"5",0.225352112676056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226244343891403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.136363636363636,0,0,0,0,0,0,0,0,0,0,0.5,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.0704225352112676,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0.0656108597285068,0,0,0.875,0,0.107142857142857,0,0,1,0.5,0,1,0,0,0,0,0,0,0.227272727272727,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0.00637755102040816,0,0,0,0.428571428571429,0,0,0,0,0,0,0,0,0.0175438596491228,0,0,0,0
"7",0.0563380281690141,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.00452488687782805,0,0,0,0,0,0,0,0,0,0,0.533333333333333,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0.024234693877551,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0.140845070422535,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.0135746606334842,0,0,0.75,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.496173469387755,0.0714285714285714,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0.0175438596491228,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.0339366515837104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148148148148148,0,1,0,0,0,0,0,0,0
"10",0.0563380281690141,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0.644796380090498,0,0,0,0,0.0357142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"11",0.197183098591549,0,0,0,0,0,0,0,0,0,0,0,0,1,0.889140271493213,0,0,0,0,0.0357142857142857,0,0.5,0,0,0,0.0666666666666667,0,0,0,0,1,0,0.0909090909090909,0,0,0,0,0,0,0,1,0,0,0,0.00255102040816327,0,0,0,0.142857142857143,0,0.125,0,0.277777777777778,0.2,0,0,0,0,0,0,0,0
"12",0.126760563380282,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.280542986425339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0.00127551020408163,0,0,0,0.285714285714286,0,0.125,0,0.0555555555555556,0.4,0,0,0,0,0,0,0,0
"13",0.0140845070422535,1,0,0,0,0,0,0,0,0,0,0,0,0,0.728506787330317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"14",0.028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
"15",0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0.642857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0
"16",0.0563380281690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205882352941176,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00127551020408163,0,0,0,0.142857142857143,0,0,0,0.0185185185185185,0.3,0,0,0,0,0,0,0,0
"17",0.0140845070422535,0,0,0,0.5,0,0,0,0,0,0,0,0,0.285714285714286,0.0384615384615385,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00255102040816327,0,0,1,0,0,0,0,0.037037037037037,0.8,0,0,0,0,0,1,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156108597285068,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,1,0,0,0,0,0,0,0,0,0.571428571428571,0.117647058823529,0,0,0,0,0.178571428571429,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0.2,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135746606334842,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.0185185185185185,0,0,0,0,0,0,0,0,0
"21",0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226244343891403,0.0185185185185185,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0
"23",0.0704225352112676,0,0.5,0,0,0.2,0,0,0,0,0,0,0,0.0714285714285714,0.0656108597285068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.0185185185185185,0.3,0,0,0,0,0.03125,0,0,0
"24",0.957746478873239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678733031674208,0.0185185185185185,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636363636,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15625,0,0,0
"25",0.028169014084507,0,1,0.333333333333333,0.5,0,0.2,0,0,0,0,0,0,0,0.00678733031674208,0,0,0,0,0.107142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0.0704225352112676,0,0.5,1,0.5,0,0,0,0,1,0,0,0,0,0.0384615384615385,0.444444444444444,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642857142857143,0,0,0.285714285714286,0,0.25,0,0,0.4,0,0,0,0.105263157894737,0,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.149321266968326,0.0555555555555556,0,0,0,0.0357142857142857,0,0,0,0,0,0.0666666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038265306122449,0.107142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.142857142857143,0.671945701357466,0,0,1,0,0.0357142857142857,0,0,0,0,0,0,0,0.111111111111111,0,0,0.0833333333333333,0,0,0,1,0.333333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0.857142857142857,0,0,0,0,0.2,0,0,0,0.175438596491228,0,0,0,0.0909090909090909
"29",0.126760563380282,0,0,0.666666666666667,0,0.2,0.2,0,1,0.333333333333333,0,0,0,0,0.0113122171945701,0.0740740740740741,0,0,0,0.0714285714285714,0.333333333333333,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,1,0,0.125,0,0.0185185185185185,0.1,0,0,0,0.0175438596491228,0,0,0,0
"30",0.028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0,1,0,0,0,0.0925925925925926,0,0,0,0,1,0,0,0,0
